idx,name,caption,method,crop_w,crop_h,box_px,feed,parsed,iou,gate,sr_ms,vlm_ms,raw
108,0000296_00601_d_0000038,The red buses in the image.,swin2sr,400,400,258.4,1024,1,1.0,1,1460.5,670.1,18 18 82 82
109,0000289_04001_d_0000831,The yellow vehicles are present in the scene.,native,400,400,122.4,1024,1,0.7714,1,0.0,319.7,18 43 52 56
109,0000289_04001_d_0000831,The yellow vehicles are present in the scene.,bicubic,400,400,122.4,1024,1,0.8571,1,0.0,637.7,19 44 51 57
109,0000289_04001_d_0000831,The yellow vehicles are present in the scene.,lanczos,400,400,122.4,1024,1,0.75,1,0.0,713.6,19 43 51 57
109,0000289_04001_d_0000831,The yellow vehicles are present in the scene.,swin2sr,400,400,122.4,1024,1,0.7714,1,1445.6,679.4,18 43 51 56
110,0000335_04313_d_0000065,The black cars at the intersection.,native,400,400,136.0,1024,1,1.0,1,0.0,328.0,32 40 66 60
110,0000335_04313_d_0000065,The black cars at the intersection.,bicubic,400,400,136.0,1024,1,1.0,1,0.0,662.2,33 40 66 60
110,0000335_04313_d_0000065,The black cars at the intersection.,lanczos,400,400,136.0,1024,1,1.0,1,0.0,669.6,33 40 66 60
110,0000335_04313_d_0000065,The black cars at the intersection.,swin2sr,400,400,136.0,1024,1,1.0,1,1428.1,654.3,33 40 66 60
111,0000335_04117_d_0000064,The blue cars navigating the intersection.,native,400,400,122.4,1024,1,1.0,1,0.0,304.7,33 41 64 59
111,0000335_04117_d_0000064,The blue cars navigating the intersection.,bicubic,400,400,122.4,1024,1,1.0,1,0.0,645.0,33 42 64 59
111,0000335_04117_d_0000064,The blue cars navigating the intersection.,lanczos,400,400,122.4,1024,1,1.0,1,0.0,647.1,33 42 64 59
111,0000335_04117_d_0000064,The blue cars navigating the intersection.,swin2sr,400,400,122.4,1024,1,1.0,1,1387.8,655.9,33 42 64 59
112,0000287_03001_d_0000774,The red cars park near the bottom left corner.,native,400,400,81.6,1024,1,0.9,1,0.0,312.5,40 41 61 60
112,0000287_03001_d_0000774,The red cars park near the bottom left corner.,bicubic,400,400,81.6,1024,1,0.9,1,0.0,646.2,40 41 61 60
112,0000287_03001_d_0000774,The red cars park near the bottom left corner.,lanczos,400,400,81.6,1024,1,0.9,1,0.0,653.2,39 41 61 60
112,0000287_03001_d_0000774,The red cars park near the bottom left corner.,swin2sr,400,400,81.6,1024,1,1.0,1,1399.9,650.8,40 41 61 59
113,0000287_04601_d_0000780,The blue cars park near the top-left corner.,native,400,400,54.4,1024,1,0.0,0,0.0,286.7,79 6 98 28
113,0000287_04601_d_0000780,The blue cars park near the top-left corner.,bicubic,400,400,54.4,1024,1,0.0,0,0.0,629.9,84 6 99 21
113,0000287_04601_d_0000780,The blue cars park near the top-left corner.,lanczos,400,400,54.4,1024,1,0.0,0,0.0,624.7,84 6 99 21
113,0000287_04601_d_0000780,The blue cars park near the top-left corner.,swin2sr,400,400,54.4,1024,1,0.0,0,1391.3,644.9,70 18 86 33
114,0000327_02801_d_0000725,The green cars on the right side of the road.,native,400,400,163.2,1024,1,0.9,1,0.0,307.4,52 44 94 62
114,0000327_02801_d_0000725,The green cars on the right side of the road.,bicubic,400,400,163.2,1024,1,0.9,1,0.0,645.3,52 44 94 62
114,0000327_02801_d_0000725,The green cars on the right side of the road.,lanczos,400,400,163.2,1024,1,0.9,1,0.0,653.4,52 44 94 62
114,0000327_02801_d_0000725,The green cars on the right side of the road.,swin2sr,400,400,163.2,1024,1,0.9,1,1397.1,658.6,52 44 94 62
115,0000356_00589_d_0000632,The red cars are on the left side of the image.,native,400,400,84.1,1024,1,0.9167,1,0.0,308.3,41 45 60 67
115,0000356_00589_d_0000632,The red cars are on the left side of the image.,bicubic,400,400,84.1,1024,1,1.0,1,0.0,654.1,41 46 60 67
115,0000356_00589_d_0000632,The red cars are on the left side of the image.,lanczos,400,400,84.1,1024,1,1.0,1,0.0,667.9,41 46 60 67
115,0000356_00589_d_0000632,The red cars are on the left side of the image.,swin2sr,400,400,84.1,1024,1,1.0,1,1389.7,648.9,41 46 60 67
116,0000026_03500_d_0000031,The white van parks at the bottom left corner of the image.,native,400,400,231.2,1024,1,0.8571,1,0.0,331.6,22 87 78 100
116,0000026_03500_d_0000031,The white van parks at the bottom left corner of the image.,bicubic,400,400,231.2,1024,1,0.8571,1,0.0,671.4,22 87 78 100
116,0000026_03500_d_0000031,The white van parks at the bottom left corner of the image.,lanczos,400,400,231.2,1024,1,0.8571,1,0.0,687.2,22 87 78 100
116,0000026_03500_d_0000031,The white van parks at the bottom left corner of the image.,swin2sr,400,400,231.2,1024,1,0.8571,1,1467.7,683.6,21 87 78 100
117,0000300_03201_d_0000154,The yellow cars are located on the left side of the road.,native,400,400,81.6,1024,1,0.5319,1,0.0,311.7,14 44 35 56
117,0000300_03201_d_0000154,The yellow cars are located on the left side of the road.,bicubic,400,400,81.6,1024,1,0.8333,1,0.0,667.2,16 45 36 56
117,0000300_03201_d_0000154,The yellow cars are located on the left side of the road.,lanczos,400,400,81.6,1024,1,0.8333,1,0.0,662.1,16 45 36 56
117,0000300_03201_d_0000154,The yellow cars are located on the left side of the road.,swin2sr,400,400,81.6,1024,1,0.8571,1,1421.7,652.5,15 45 36 55
118,0000001_05499_d_0000010,The yellow cars in the parking lot.,native,400,400,76.8,1024,1,0.75,1,0.0,305.2,42 43 57 58
118,0000001_05499_d_0000010,The yellow cars in the parking lot.,bicubic,400,400,76.8,1024,1,0.75,1,0.0,650.8,42 43 57 58
118,0000001_05499_d_0000010,The yellow cars in the parking lot.,lanczos,400,400,76.8,1024,1,0.75,1,0.0,669.2,42 43 57 58
118,0000001_05499_d_0000010,The yellow cars in the parking lot.,swin2sr,400,400,76.8,1024,1,0.75,1,1403.4,650.8,42 43 57 58
119,0000280_03201_d_0000628,The red cars at the intersection.,native,400,400,95.2,1024,1,0.75,1,0.0,323.9,39 45 63 58
119,0000280_03201_d_0000628,The red cars at the intersection.,bicubic,400,400,95.2,1024,1,0.75,1,0.0,667.5,39 45 63 58
119,0000280_03201_d_0000628,The red cars at the intersection.,lanczos,400,400,95.2,1024,1,0.75,1,0.0,667.1,39 45 63 58
119,0000280_03201_d_0000628,The red cars at the intersection.,swin2sr,400,400,95.2,1024,1,0.75,1,1380.2,668.6,39 45 63 58
120,0000330_01001_d_0000805,The pedestrians in red walk near the center median.,native,400,400,22.9,1024,1,1.0,1,0.0,307.5,49 44 51 50
120,0000330_01001_d_0000805,The pedestrians in red walk near the center median.,bicubic,400,400,22.9,1024,1,1.0,1,0.0,651.0,48 44 51 50
120,0000330_01001_d_0000805,The pedestrians in red walk near the center median.,lanczos,400,400,22.9,1024,1,1.0,1,0.0,648.9,48 44 50 49
120,0000330_01001_d_0000805,The pedestrians in red walk near the center median.,swin2sr,400,400,22.9,1024,1,1.0,1,1371.8,678.8,48 44 51 50
121,0000220_01242_d_0000004,The blue truck parks further down the street.,native,400,400,172.8,1024,1,0.9375,1,0.0,325.7,29 28 72 71
121,0000220_01242_d_0000004,The blue truck parks further down the street.,bicubic,400,400,172.8,1024,1,0.9375,1,0.0,638.2,28 28 72 71
121,0000220_01242_d_0000004,The blue truck parks further down the street.,lanczos,400,400,172.8,1024,1,0.9375,1,0.0,649.9,28 28 72 70
121,0000220_01242_d_0000004,The blue truck parks further down the street.,swin2sr,400,400,172.8,1024,1,0.0593,0,1411.8,634.6,28 30 35 50
122,0000256_02173_d_0000030,The blue cars in the image.,native,400,400,149.6,1024,1,0.9167,1,0.0,305.6,27 40 64 62
122,0000256_02173_d_0000030,The blue cars in the image.,bicubic,400,400,149.6,1024,1,0.9167,1,0.0,631.2,27 40 64 62
122,0000256_02173_d_0000030,The blue cars in the image.,lanczos,400,400,149.6,1024,1,0.9167,1,0.0,635.9,27 40 64 62
122,0000256_02173_d_0000030,The blue cars in the image.,swin2sr,400,400,149.6,1024,1,0.9167,1,1351.7,656.8,27 40 64 62
123,0000356_03333_d_0000646,The white cars are moving through the intersection.,native,400,400,81.6,1024,1,0.875,1,0.0,308.0,39 43 60 58
123,0000356_03333_d_0000646,The white cars are moving through the intersection.,bicubic,400,400,81.6,1024,1,0.875,1,0.0,638.7,39 43 60 58
123,0000356_03333_d_0000646,The white cars are moving through the intersection.,lanczos,400,400,81.6,1024,1,0.875,1,0.0,635.1,39 43 60 58
123,0000356_03333_d_0000646,The white cars are moving through the intersection.,swin2sr,400,400,81.6,1024,1,1.0,1,1350.0,629.1,39 43 60 57
124,0000359_00981_d_0000704,The red cars in the image.,native,400,400,95.2,1024,1,1.0,1,0.0,312.1,39 41 63 60
124,0000359_00981_d_0000704,The red cars in the image.,bicubic,400,400,95.2,1024,1,1.0,1,0.0,656.0,38 41 63 60
124,0000359_00981_d_0000704,The red cars in the image.,lanczos,400,400,95.2,1024,1,1.0,1,0.0,655.0,38 41 63 60
124,0000359_00981_d_0000704,The red cars in the image.,swin2sr,400,400,95.2,1024,1,1.0,1,1400.4,656.1,38 41 63 59
125,0000277_00401_d_0000541,The yellow bus in left side.,native,400,400,108.8,1024,1,1.0,1,0.0,302.2,37 42 64 58
125,0000277_00401_d_0000541,The yellow bus in left side.,bicubic,400,400,108.8,1024,1,1.0,1,0.0,653.2,37 42 64 58
125,0000277_00401_d_0000541,The yellow bus in left side.,lanczos,400,400,108.8,1024,1,1.0,1,0.0,658.8,36 42 64 58
125,0000277_00401_d_0000541,The yellow bus in left side.,swin2sr,400,400,108.8,1024,1,1.0,1,1399.0,641.6,36 42 64 57
126,0000360_07645_d_0000752,The red car is prominently visible in the center lane.,native,400,400,145.3,1024,1,0.9474,1,0.0,307.1,35 33 63 68
126,0000360_07645_d_0000752,The red car is prominently visible in the center lane.,bicubic,400,400,145.3,1024,1,0.9474,1,0.0,645.2,35 33 63 68
126,0000360_07645_d_0000752,The red car is prominently visible in the center lane.,lanczos,400,400,145.3,1024,1,1.0,1,0.0,632.9,35 32 63 68
126,0000360_07645_d_0000752,The red car is prominently visible in the center lane.,swin2sr,400,400,145.3,1024,1,0.9474,1,1350.5,633.4,35 33 63 68
127,0000327_03401_d_0000728,The yellow cars park on the right side of the street.,native,400,400,95.2,1024,1,0.625,1,0.0,317.4,41 46 61 57
127,0000327_03401_d_0000728,The yellow cars park on the right side of the street.,bicubic,400,400,95.2,1024,1,0.75,1,0.0,661.4,40 45 61 57
127,0000327_03401_d_0000728,The yellow cars park on the right side of the street.,lanczos,400,400,95.2,1024,1,0.625,1,0.0,663.9,40 46 61 57
127,0000327_03401_d_0000728,The yellow cars park on the right side of the street.,swin2sr,400,400,95.2,1024,1,0.8571,1,1396.4,632.7,40 45 61 56
128,0000001_02999_d_0000005,The green cars on the street.,native,400,400,86.4,1024,1,0.8889,1,0.0,304.6,44 38 58 63
128,0000001_02999_d_0000005,The green cars on the street.,bicubic,400,400,86.4,1024,1,0.8889,1,0.0,650.5,44 39 58 63
128,0000001_02999_d_0000005,The green cars on the street.,lanczos,400,400,86.4,1024,1,1.0,1,0.0,640.8,44 38 58 62
128,0000001_02999_d_0000005,The green cars on the street.,swin2sr,400,400,86.4,1024,1,1.0,1,1368.8,635.0,44 38 58 62
129,0000289_04601_d_0000834,The black motorcycles on the road.,native,400,400,84.1,1024,1,0.0,0,0.0,325.2,72 78 91 95
129,0000289_04601_d_0000834,The black motorcycles on the road.,bicubic,400,400,84.1,1024,1,0.0,0,0.0,654.0,72 78 91 96
129,0000289_04601_d_0000834,The black motorcycles on the road.,lanczos,400,400,84.1,1024,1,0.0,0,0.0,656.4,71 78 91 96
129,0000289_04601_d_0000834,The black motorcycles on the road.,swin2sr,400,400,84.1,1024,1,0.0,0,1372.4,657.5,71 78 91 96
130,0000153_01801_d_0000001,The red bus travels in the center lane.,native,400,400,64.8,1024,1,0.9167,1,0.0,321.1,45 43 55 58
130,0000153_01801_d_0000001,The red bus travels in the center lane.,bicubic,400,400,64.8,1024,1,0.9231,1,0.0,655.8,44 42 56 59
130,0000153_01801_d_0000001,The red bus travels in the center lane.,lanczos,400,400,64.8,1024,1,1.0,1,0.0,635.8,44 42 56 58
130,0000153_01801_d_0000001,The red bus travels in the center lane.,swin2sr,400,400,64.8,1024,1,1.0,1,1330.9,639.8,44 42 56 58
131,0000271_01401_d_0000380,The red tricycle parked near the building.,native,400,400,68.0,1024,1,0.0,0,0.0,320.2,75 76 84 86
131,0000271_01401_d_0000380,The red tricycle parked near the building.,bicubic,400,400,68.0,1024,1,0.8333,1,0.0,635.7,39 43 57 57
131,0000271_01401_d_0000380,The red tricycle parked near the building.,lanczos,400,400,68.0,1024,1,0.8,1,0.0,649.5,40 43 56 56
131,0000271_01401_d_0000380,The red tricycle parked near the building.,swin2sr,400,400,68.0,1024,1,0.8,1,1342.1,631.7,40 43 56 56
132,0000364_00589_d_0000798,The white tricycles are on the right side of the image.,native,400,400,86.4,1024,1,0.0,0,0.0,328.3,63 87 71 100
132,0000364_00589_d_0000798,The white tricycles are on the right side of the image.,bicubic,400,400,86.4,1024,1,0.8889,1,0.0,638.5,41 59 59 69
132,0000364_00589_d_0000798,The white tricycles are on the right side of the image.,lanczos,400,400,86.4,1024,1,0.8889,1,0.0,638.6,41 59 59 69
132,0000364_00589_d_0000798,The white tricycles are on the right side of the image.,swin2sr,400,400,86.4,1024,1,0.0,0,1327.7,641.5,60 87 65 98
133,0000154_00001_d_0000001,The white vans parked near the gas station.,native,400,400,57.6,1024,1,1.0,1,0.0,308.1,36 44 51 55
133,0000154_00001_d_0000001,The white vans parked near the gas station.,bicubic,400,400,57.6,1024,1,0.8571,1,0.0,641.4,36 45 52 56
133,0000154_00001_d_0000001,The white vans parked near the gas station.,lanczos,400,400,57.6,1024,1,0.8571,1,0.0,637.4,36 45 52 56
133,0000154_00001_d_0000001,The white vans parked near the gas station.,swin2sr,400,400,57.6,1024,1,0.8571,1,1322.2,649.7,36 45 52 55
134,0000021_00500_d_0000002,The yellow motor is near the center of the image.,native,400,400,76.8,1024,1,0.0521,0,0.0,305.7,54 56 57 62
134,0000021_00500_d_0000002,The yellow motor is near the center of the image.,bicubic,400,400,76.8,1024,1,1.0,1,0.0,638.4,40 56 60 72
134,0000021_00500_d_0000002,The yellow motor is near the center of the image.,lanczos,400,400,76.8,1024,1,1.0,1,0.0,636.7,40 56 60 72
134,0000021_00500_d_0000002,The yellow motor is near the center of the image.,swin2sr,400,400,76.8,1024,1,1.0,1,1323.4,641.8,40 56 60 72
135,0000162_01058_d_0000001,The pedestrians walking on the sidewalks.,native,400,400,48.6,1024,1,0.2222,0,0.0,311.0,68 79 72 86
135,0000162_01058_d_0000001,The pedestrians walking on the sidewalks.,bicubic,400,400,48.6,1024,1,0.4444,1,0.0,660.9,67 78 72 86
135,0000162_01058_d_0000001,The pedestrians walking on the sidewalks.,lanczos,400,400,48.6,1024,1,0.4444,1,0.0,659.1,67 78 72 86
135,0000162_01058_d_0000001,The pedestrians walking on the sidewalks.,swin2sr,400,400,48.6,1024,1,0.3704,1,1321.8,660.0,67 78 72 85
136,0000249_00603_d_0000003,The yellow cars add a splash of color to the scene.,native,400,400,43.2,1024,1,0.7778,1,0.0,310.5,46 71 54 82
136,0000249_00603_d_0000003,The yellow cars add a splash of color to the scene.,bicubic,400,400,43.2,1024,1,0.7778,1,0.0,664.9,45 71 54 82
136,0000249_00603_d_0000003,The yellow cars add a splash of color to the scene.,lanczos,400,400,43.2,1024,1,0.7778,1,0.0,637.3,45 71 54 82
136,0000249_00603_d_0000003,The yellow cars add a splash of color to the scene.,swin2sr,400,400,43.2,1024,1,0.7778,1,1326.9,638.6,45 71 54 82
137,0000356_01961_d_0000639,The pedestrians waiting at the crosswalks.,native,400,400,22.9,1024,1,0.6,1,0.0,309.5,48 46 52 54
137,0000356_01961_d_0000639,The pedestrians waiting at the crosswalks.,bicubic,400,400,22.9,1024,1,0.75,1,0.0,636.5,47 47 51 54
137,0000356_01961_d_0000639,The pedestrians waiting at the crosswalks.,lanczos,400,400,22.9,1024,1,0.75,1,0.0,640.8,47 47 51 54
137,0000356_01961_d_0000639,The pedestrians waiting at the crosswalks.,swin2sr,400,400,22.9,1024,1,0.0,0,1326.1,641.2,44 54 53 63
138,0000001_08414_d_0000013,The green bicycles near the bottom right corner.,native,400,400,64.8,1024,1,0.0,0,0.0,306.3,45 78 54 91
138,0000001_08414_d_0000013,The green bicycles near the bottom right corner.,bicubic,400,400,64.8,1024,1,0.0,0,0.0,633.2,45 79 55 91
138,0000001_08414_d_0000013,The green bicycles near the bottom right corner.,lanczos,400,400,64.8,1024,1,0.0,0,0.0,633.3,45 79 55 91
138,0000001_08414_d_0000013,The green bicycles near the bottom right corner.,swin2sr,400,400,64.8,1024,1,0.0,0,1334.5,631.1,45 87 51 91
139,0000287_02401_d_0000771,The white cars locate at the middle bottom corner.,native,400,400,168.3,1024,1,0.8571,1,0.0,308.9,40 48 61 91
139,0000287_02401_d_0000771,The white cars locate at the middle bottom corner.,bicubic,400,400,168.3,1024,1,0.8571,1,0.0,641.9,40 48 61 91
139,0000287_02401_d_0000771,The white cars locate at the middle bottom corner.,lanczos,400,400,168.3,1024,1,0.8571,1,0.0,640.3,40 48 61 91
139,0000287_02401_d_0000771,The white cars locate at the middle bottom corner.,swin2sr,400,400,168.3,1024,1,0.9565,1,1333.6,638.2,39 47 61 90
140,0000333_03725_d_0000020,The white trucks in the image.,native,400,400,53.6,1024,1,0.6087,1,0.0,303.9,46 16 53 30
140,0000333_03725_d_0000020,The white trucks in the image.,bicubic,400,400,53.6,1024,1,1.0,1,0.0,633.5,46 17 54 31
140,0000333_03725_d_0000020,The white trucks in the image.,lanczos,400,400,53.6,1024,1,1.0,1,0.0,628.9,46 17 54 31
140,0000333_03725_d_0000020,The white trucks in the image.,swin2sr,400,400,53.6,1024,1,1.0,1,1331.5,627.7,46 17 54 30
141,0000280_02601_d_0000625,The blue cars travel in both directions.,native,400,400,40.8,1024,1,0.5882,1,0.0,302.9,47 45 56 56
141,0000280_02601_d_0000625,The blue cars travel in both directions.,bicubic,400,400,40.8,1024,1,1.0,1,0.0,633.9,46 45 55 55
141,0000280_02601_d_0000625,The blue cars travel in both directions.,lanczos,400,400,40.8,1024,1,1.0,1,0.0,634.2,46 45 55 55
141,0000280_02601_d_0000625,The blue cars travel in both directions.,swin2sr,400,400,40.8,1024,1,1.0,1,1325.4,637.7,46 45 55 55
142,0000330_04401_d_0000822,The red cars are near the edges of the image.,native,400,400,54.4,1024,1,0.5625,1,0.0,307.7,48 34 56 41
142,0000330_04401_d_0000822,The red cars are near the edges of the image.,bicubic,400,400,54.4,1024,1,0.4737,1,0.0,643.0,48 33 56 41
142,0000330_04401_d_0000822,The red cars are near the edges of the image.,lanczos,400,400,54.4,1024,1,0.4737,1,0.0,648.9,48 33 56 41
142,0000330_04401_d_0000822,The red cars are near the edges of the image.,swin2sr,400,400,54.4,1024,1,0.4737,1,1328.3,634.3,47 33 56 41
143,0000360_06665_d_0000747,The pedestrians crossing the street.,native,400,400,91.8,1024,1,0.75,1,0.0,320.8,46 75 59 98
143,0000360_06665_d_0000747,The pedestrians crossing the street.,bicubic,400,400,91.8,1024,1,0.75,1,0.0,633.2,44 75 59 98
143,0000360_06665_d_0000747,The pedestrians crossing the street.,lanczos,400,400,91.8,1024,1,0.75,1,0.0,631.2,44 75 59 98
143,0000360_06665_d_0000747,The pedestrians crossing the street.,swin2sr,400,400,91.8,1024,1,0.6923,1,1344.7,626.7,44 74 59 98
144,0000333_01765_d_0000010,"The awning-tricycle, red with an oval structure on its roof is located at the bottom right corner of the image.",native,400,400,23.0,1024,1,0.75,1,0.0,307.4,48 79 51 86
144,0000333_01765_d_0000010,"The awning-tricycle, red with an oval structure on its roof is located at the bottom right corner of the image.",bicubic,400,400,23.0,1024,1,0.75,1,0.0,632.3,49 79 52 86
144,0000333_01765_d_0000010,"The awning-tricycle, red with an oval structure on its roof is located at the bottom right corner of the image.",lanczos,400,400,23.0,1024,1,0.75,1,0.0,636.4,49 79 52 86
144,0000333_01765_d_0000010,"The awning-tricycle, red with an oval structure on its roof is located at the bottom right corner of the image.",swin2sr,400,400,23.0,1024,1,1.0,1,1335.8,664.1,48 79 52 85
145,0000356_02353_d_0000641,The white cars near the crosswalks.,native,400,400,108.8,1024,1,1.0,1,0.0,309.6,35 39 63 61
145,0000356_02353_d_0000641,The white cars near the crosswalks.,bicubic,400,400,108.8,1024,1,1.0,1,0.0,664.8,35 39 63 60
145,0000356_02353_d_0000641,The white cars near the crosswalks.,lanczos,400,400,108.8,1024,1,1.0,1,0.0,633.3,35 39 63 60
145,0000356_02353_d_0000641,The white cars near the crosswalks.,swin2sr,400,400,108.8,1024,1,1.0,1,1328.9,658.5,35 39 63 60
146,0000280_02401_d_0000624,The white vans park on the left side of the road.,native,400,400,145.3,1024,1,1.0,1,0.0,310.2,32 57 68 94
146,0000280_02401_d_0000624,The white vans park on the left side of the road.,bicubic,400,400,145.3,1024,1,0.9091,1,0.0,635.2,32 57 69 94
146,0000280_02401_d_0000624,The white vans park on the left side of the road.,lanczos,400,400,145.3,1024,1,0.9091,1,0.0,635.9,32 57 69 94
146,0000280_02401_d_0000624,The white vans park on the left side of the road.,swin2sr,400,400,145.3,1024,1,0.9091,1,1339.0,629.0,32 57 69 94
147,0000215_02667_d_0000262,The red vehicles park on the right side of the road.,native,400,400,81.6,1024,1,0.7627,1,0.0,350.3,82 81 100 100
147,0000215_02667_d_0000262,The red vehicles park on the right side of the road.,bicubic,400,400,81.6,1024,1,0.7627,1,0.0,674.9,82 81 100 100
147,0000215_02667_d_0000262,The red vehicles park on the right side of the road.,lanczos,400,400,81.6,1024,1,0.7627,1,0.0,675.6,82 81 100 100
147,0000215_02667_d_0000262,The red vehicles park on the right side of the road.,swin2sr,400,400,81.6,1024,1,0.9,1,1339.4,681.0,81 81 100 100
148,0000289_03601_d_0000829,The black cars driving through the intersection.,native,400,400,45.9,1024,1,0.0,0,0.0,305.6,31 57 47 70
148,0000289_03601_d_0000829,The black cars driving through the intersection.,bicubic,400,400,45.9,1024,1,0.0,0,0.0,636.7,31 57 47 69
148,0000289_03601_d_0000829,The black cars driving through the intersection.,lanczos,400,400,45.9,1024,1,0.0,0,0.0,644.2,31 57 47 69
148,0000289_03601_d_0000829,The black cars driving through the intersection.,swin2sr,400,400,45.9,1024,1,0.0,0,1340.7,641.9,31 56 47 69
149,0000242_05570_d_0000016,The red cars near the building with storefronts.,native,400,400,28.8,1024,1,0.0,0,0.0,317.5,64 31 70 36
149,0000242_05570_d_0000016,The red cars near the building with storefronts.,bicubic,400,400,28.8,1024,1,0.75,1,0.0,636.3,47 37 54 42
149,0000242_05570_d_0000016,The red cars near the building with storefronts.,lanczos,400,400,28.8,1024,1,0.0,0,0.0,645.6,64 41 75 46
149,0000242_05570_d_0000016,The red cars near the building with storefronts.,swin2sr,400,400,28.8,1024,1,0.0,0,1344.3,664.8,64 41 75 46
150,0000335_05685_d_0000072,The pedestrian on the far right side of the image.,native,400,400,45.9,1024,1,1.0,1,0.0,308.5,71 29 76 40
150,0000335_05685_d_0000072,The pedestrian on the far right side of the image.,bicubic,400,400,45.9,1024,1,1.0,1,0.0,635.4,71 29 76 40
150,0000335_05685_d_0000072,The pedestrian on the far right side of the image.,lanczos,400,400,45.9,1024,1,1.0,1,0.0,633.2,71 29 76 40
150,0000335_05685_d_0000072,The pedestrian on the far right side of the image.,swin2sr,400,400,45.9,1024,1,1.0,1,1352.2,635.0,70 29 76 40
151,0000153_00801_d_0000001,The tricycle on the right side of the image.,native,400,400,27.0,1024,1,0.0,0,0.0,316.4,52 65 58 71
151,0000153_00801_d_0000001,The tricycle on the right side of the image.,bicubic,400,400,27.0,1024,1,0.0,0,0.0,634.8,54 64 59 71
151,0000153_00801_d_0000001,The tricycle on the right side of the image.,lanczos,400,400,27.0,1024,1,0.0,0,0.0,640.4,54 64 58 70
151,0000153_00801_d_0000001,The tricycle on the right side of the image.,swin2sr,400,400,27.0,1024,1,0.0,0,1336.9,650.4,54 65 59 70
152,0000280_03401_d_0000629,The blue cars are located on the left side of the main road.,native,400,400,81.6,1024,1,0.9091,1,0.0,307.8,41 40 61 61
152,0000280_03401_d_0000629,The blue cars are located on the left side of the main road.,bicubic,400,400,81.6,1024,1,0.9091,1,0.0,653.6,40 40 61 61
152,0000280_03401_d_0000629,The blue cars are located on the left side of the main road.,lanczos,400,400,81.6,1024,1,0.9091,1,0.0,653.0,40 40 61 61
152,0000280_03401_d_0000629,The blue cars are located on the left side of the main road.,swin2sr,400,400,81.6,1024,1,1.0,1,1345.0,633.8,40 40 61 60
153,0000277_04401_d_0000560,The white cars navigating through the intersection.,native,400,400,163.2,1024,1,1.0,1,0.0,303.1,30 35 71 65
153,0000277_04401_d_0000560,The white cars navigating through the intersection.,bicubic,400,400,163.2,1024,1,1.0,1,0.0,634.8,30 35 72 65
153,0000277_04401_d_0000560,The white cars navigating through the intersection.,lanczos,400,400,163.2,1024,1,1.0,1,0.0,639.0,30 35 72 65
153,0000277_04401_d_0000560,The white cars navigating through the intersection.,swin2sr,400,400,163.2,1024,1,0.9375,1,1332.9,637.9,30 35 72 64
154,0000276_01801_d_0000516,The red truck parks on the right side of the road.,native,400,400,130.1,1024,1,0.0662,0,0.0,307.6,38 34 47 39
154,0000276_01801_d_0000516,The red truck parks on the right side of the road.,bicubic,400,400,130.1,1024,1,0.0662,0,0.0,635.4,37 34 47 40
154,0000276_01801_d_0000516,The red truck parks on the right side of the road.,lanczos,400,400,130.1,1024,1,0.0662,0,0.0,637.9,37 34 47 40
154,0000276_01801_d_0000516,The red truck parks on the right side of the road.,swin2sr,400,400,130.1,1024,1,0.0662,0,1333.3,637.7,37 34 47 39
155,0000327_04201_d_0000732,The green vehicles in the image.,native,400,400,54.4,1024,1,0.5,1,0.0,306.8,45 48 57 56
155,0000327_04201_d_0000732,The green vehicles in the image.,bicubic,400,400,54.4,1024,1,0.5,1,0.0,658.9,47 48 58 57
155,0000327_04201_d_0000732,The green vehicles in the image.,lanczos,400,400,54.4,1024,1,0.3333,1,0.0,637.1,47 49 58 56
155,0000327_04201_d_0000732,The green vehicles in the image.,swin2sr,400,400,54.4,1024,1,0.3333,1,1338.2,682.8,45 49 58 56
156,0000026_02500_d_0000029,The white car located at the bottom right corner of the image.,native,400,400,163.2,1024,1,0.5769,1,0.0,330.0,31 80 59 100
156,0000026_02500_d_0000029,The white car located at the bottom right corner of the image.,bicubic,400,400,163.2,1024,1,0.5769,1,0.0,668.9,31 80 59 100
156,0000026_02500_d_0000029,The white car located at the bottom right corner of the image.,lanczos,400,400,163.2,1024,1,0.5128,1,0.0,667.8,32 80 59 100
156,0000026_02500_d_0000029,The white car located at the bottom right corner of the image.,swin2sr,400,400,163.2,1024,1,0.6346,1,1362.7,673.4,31 79 59 100
157,0000348_00589_d_0000409,The white van parks on the sidewalk.,native,400,400,107.1,1024,1,0.9333,1,0.0,309.1,41 36 60 65
157,0000348_00589_d_0000409,The white van parks on the sidewalk.,bicubic,400,400,107.1,1024,1,1.0,1,0.0,657.8,40 36 60 64
157,0000348_00589_d_0000409,The white van parks on the sidewalk.,lanczos,400,400,107.1,1024,1,1.0,1,0.0,647.6,40 36 61 64
157,0000348_00589_d_0000409,The white van parks on the sidewalk.,swin2sr,400,400,107.1,1024,1,0.9333,1,1364.3,648.6,40 35 60 64
158,0000153_00001_d_0000001,The white car in the center lane.,native,400,400,81.0,1024,1,0.8824,1,0.0,308.7,41 60 59 82
158,0000153_00001_d_0000001,The white car in the center lane.,bicubic,400,400,81.0,1024,1,0.9375,1,0.0,642.1,41 60 59 81
158,0000153_00001_d_0000001,The white car in the center lane.,lanczos,400,400,81.0,1024,1,0.9375,1,0.0,647.0,41 60 59 81
